last1,last2,diff1,miniChart,dir,swing,action
10019.391210919523,10016.02778027557,3.363430643952597,DDUU,U,S-U,BUY
10012.8319711929,10019.391210919523,-6.5592397266227636,DUUD,D,-,HOLD
10016.760323048518,10012.8319711929,3.92835185561853,UUDU,U,-,HOLD
10020.5572610549,10016.760323048518,3.7969380063823337,UDUU,U,-,HOLD
10029.694636281234,10020.5572610549,9.13737522633346,DUUU,U,-,HOLD
10020.647090433922,10029.694636281234,-9.047545847311994,UUUD,D,-,HOLD
10024.661781212932,10020.647090433922,4.01469077900947,UUDU,U,-,HOLD
10027.119466469554,10024.661781212932,2.457685256622426,UDUU,U,-,HOLD
10034.617357229583,10027.119466469554,7.497890760028895,DUUU,U,-,HOLD
10042.89575243225,10034.617357229583,8.278395202667525,UUUU,U,R-U,BUY
10032.930971589385,10042.89575243225,-9.964780842865366,UUUD,D,-,HOLD
10029.467671841012,10032.930971589385,-3.4632997483731742,UUDD,D,S-D,SELL
10026.884926469389,10029.467671841012,-2.5827453716228774,UDDD,D,R-D,SELL
10035.350523788786,10026.884926469389,8.465597319396693,DDDU,U,-,HOLD
10032.456624892839,10035.350523788786,-2.8938988959471317,DDUD,D,-,HOLD
10023.432158430593,10032.456624892839,-9.024466462245982,DUDD,D,-,HOLD
10024.816791726573,10023.432158430593,1.3846332959801657,UDDU,U,-,HOLD
10021.96554980124,10024.816791726573,-2.8512419253329426,DDUD,D,-,HOLD
10017.77011401143,10021.96554980124,-4.19543578981029,DUDD,D,-,HOLD
10015.315607856824,10017.77011401143,-2.454506154605042,UDDD,D,R-D,SELL
10024.386738856923,10015.315607856824,9.07113100009883,DDDU,U,-,HOLD
10021.836957502712,10024.386738856923,-2.549781354211518,DDUD,D,-,HOLD
10031.042512659005,10021.836957502712,9.205555156293485,DUDU,U,-,HOLD
10023.780529659394,10031.042512659005,-7.261982999611064,UDUD,D,-,HOLD
10031.303772668349,10023.780529659394,7.523243008954523,DUDU,U,-,HOLD
10023.217361617459,10031.303772668349,-8.086411050890092,UDUD,D,-,HOLD
10021.88787068156,10023.217361617459,-1.32949093589923,DUDD,D,-,HOLD
10025.613824703598,10021.88787068156,3.7259540220384224,UDDU,U,-,HOLD
10035.006028475518,10025.613824703598,9.392203771920322,DDUU,U,S-U,BUY
10044.395928019363,10035.006028475518,9.389899543844876,DUUU,U,-,HOLD
10054.259056703906,10044.395928019363,9.863128684542971,UUUU,U,R-U,BUY
10046.349927908668,10054.259056703906,-7.909128795237848,UUUD,D,-,HOLD
10047.16772137769,10046.349927908668,0.8177934690211259,UUDU,U,-,HOLD
10037.742189722549,10047.16772137769,-9.42553165514073,UDUD,D,-,HOLD
10036.383354238524,10037.742189722549,-1.358835484024894,DUDD,D,-,HOLD
10045.512164574007,10036.383354238524,9.12881033548365,UDDU,U,-,HOLD
10049.720762246141,10045.512164574007,4.208597672133692,DDUU,U,S-U,BUY
10056.44335399993,10049.720762246141,6.722591753788947,DUUU,U,-,HOLD
10047.499208096777,10056.44335399993,-8.944145903153185,UUUD,D,-,HOLD
10053.908691986844,10047.499208096777,6.409483890067349,UUDU,U,-,HOLD
10058.65727009819,10053.908691986844,4.748578111346433,UDUU,U,-,HOLD
10051.41601108827,10058.65727009819,-7.241259009921123,DUUD,D,-,HOLD
10044.212504356843,10051.41601108827,-7.203506731426387,UUDD,D,S-D,SELL
10052.598866197342,10044.212504356843,8.386361840499376,UDDU,U,-,HOLD
10048.311080928854,10052.598866197342,-4.287785268488733,DDUD,D,-,HOLD
10038.327416484351,10048.311080928854,-9.98366444450221,DUDD,D,-,HOLD
10039.128703606872,10038.327416484351,0.8012871225200797,UDDU,U,-,HOLD
10036.978969346594,10039.128703606872,-2.14973426027791,DDUD,D,-,HOLD
10046.364436219275,10036.978969346594,9.385466872681718,DUDU,U,-,HOLD
10053.87815666,10046.364436219275,7.513720440723773,UDUU,U,-,HOLD
10063.155395358415,10053.87815666,9.277238698416113,DUUU,U,-,HOLD
10069.864391057763,10063.155395358415,6.708995699347724,UUUU,U,R-U,BUY
10062.2590058753,10069.864391057763,-7.6053851824635785,UUUD,D,-,HOLD
10054.064324937768,10062.2590058753,-8.194680937531302,UUDD,D,S-D,SELL
10049.274153077431,10054.064324937768,-4.790171860337068,UDDD,D,R-D,SELL
10059.022731634659,10049.274153077431,9.74857855722803,DDDU,U,-,HOLD
10057.420805440526,10059.022731634659,-1.6019261941328296,DDUD,D,-,HOLD
10065.994624899855,10057.420805440526,8.57381945932866,DUDU,U,-,HOLD
10073.21916871783,10065.994624899855,7.224543817974336,UDUU,U,-,HOLD
10075.627249012496,10073.21916871783,2.4080802946664335,DUUU,U,-,HOLD
10084.769438768271,10075.627249012496,9.14218975577569,UUUU,U,R-U,BUY
10089.711137497558,10084.769438768271,4.941698729286145,UUUU,U,R-U,BUY
10091.237733375594,10089.711137497558,1.52659587803646,UUUU,U,R-U,BUY
10088.21591222308,10091.237733375594,-3.0218211525134393,UUUD,D,-,HOLD
10097.598444040077,10088.21591222308,9.382531816996561,UUDU,U,-,HOLD
10106.355536253117,10097.598444040077,8.757092213039869,UDUU,U,-,HOLD
10100.554666176136,10106.355536253117,-5.800870076980573,DUUD,D,-,HOLD
10106.501325106616,10100.554666176136,5.946658930479316,UUDU,U,-,HOLD
10115.974125912257,10106.501325106616,9.472800805640873,UDUU,U,-,HOLD
10125.470798502378,10115.974125912257,9.496672590121307,DUUU,U,-,HOLD
10128.000747114573,10125.470798502378,2.5299486121948576,UUUU,U,R-U,BUY
10119.656587008354,10128.000747114573,-8.344160106218624,UUUD,D,-,HOLD
10109.931549385721,10119.656587008354,-9.725037622632954,UUDD,D,S-D,SELL
10116.203848986086,10109.931549385721,6.272299600364931,UDDU,U,-,HOLD
10108.14072593901,10116.203848986086,-8.06312304707535,DDUD,D,-,HOLD
10109.515961902365,10108.14072593901,1.3752359633544984,DUDU,U,-,HOLD
10114.368981227586,10109.515961902365,4.853019325220885,UDUU,U,-,HOLD
10117.207161268881,10114.368981227586,2.8381800412953453,DUUU,U,-,HOLD
10111.156903461038,10117.207161268881,-6.0502578078430815,UUUD,D,-,HOLD
10103.687753706125,10111.156903461038,-7.469149754913815,UUDD,D,S-D,SELL
10104.676579598421,10103.687753706125,0.9888258922965178,UDDU,U,-,HOLD
10103.008729662135,10104.676579598421,-1.6678499362860748,DDUD,D,-,HOLD
10101.047165386935,10103.008729662135,-1.9615642751996347,DUDD,D,-,HOLD
10099.16258907875,10101.047165386935,-1.884576308184478,UDDD,D,R-D,SELL
10098.74638760032,10099.16258907875,-0.41620147843059385,DDDD,D,R-D,SELL
10089.996585483133,10098.74638760032,-8.749802117186846,DDDD,D,R-D,SELL
10088.6043072013,10089.996585483133,-1.392278281833569,DDDD,D,R-D,SELL
10092.712859927255,10088.6043072013,4.108552725954723,DDDU,U,-,HOLD
10096.98643085021,10092.712859927255,4.273570922954605,DDUU,U,S-U,BUY
10090.737842971233,10096.98643085021,-6.248587878975741,DUUD,D,-,HOLD
10082.346488040897,10090.737842971233,-8.391354930336092,UUDD,D,S-D,SELL
10086.544119664588,10082.346488040897,4.19763162369054,UDDU,U,-,HOLD
10096.367694144066,10086.544119664588,9.823574479478339,DDUU,U,S-U,BUY
10089.453576387565,10096.367694144066,-6.914117756501582,DUUD,D,-,HOLD
10098.630350871023,10089.453576387565,9.176774483457848,UUDU,U,-,HOLD
10104.201418530993,10098.630350871023,5.57106765997014,UDUU,U,-,HOLD
10095.041036270624,10104.201418530993,-9.160382260368351,DUUD,D,-,HOLD
10092.122656390055,10095.041036270624,-2.9183798805697734,UUDD,D,S-D,SELL
10090.099107082648,10092.122656390055,-2.023549307406938,UDDD,D,R-D,SELL
10083.914640124218,10090.099107082648,-6.184466958429766,DDDD,D,R-D,SELL
10086.288649668335,10083.914640124218,2.3740095441171434,DDDU,U,-,HOLD
10095.535636651215,10086.288649668335,9.246986982880117,DDUU,U,S-U,BUY
10103.571216725408,10095.535636651215,8.035580074192694,DUUU,U,-,HOLD
10094.533104880642,10103.571216725408,-9.038111844765808,UUUD,D,-,HOLD
10097.306002332565,10094.533104880642,2.7728974519231997,UUDU,U,-,HOLD
10096.962491009755,10097.306002332565,-0.34351132280971797,UDUD,D,-,HOLD
10096.343919710132,10096.962491009755,-0.6185712996229995,DUDD,D,-,HOLD
10099.129052611295,10096.343919710132,2.7851329011627968,UDDU,U,-,HOLD
10092.03007514293,10099.129052611295,-7.098977468365774,DDUD,D,-,HOLD
10091.79484671019,10092.03007514293,-0.23522843273894978,DUDD,D,-,HOLD
10088.301244353877,10091.79484671019,-3.493602356313204,UDDD,D,R-D,SELL
10095.036931379498,10088.301244353877,6.735687025620791,DDDU,U,-,HOLD
10098.067951812718,10095.036931379498,3.0310204332199646,DDUU,U,S-U,BUY
10107.032493016428,10098.067951812718,8.964541203709814,DUUU,U,-,HOLD
10104.677024879722,10107.032493016428,-2.3554681367058947,UUUD,D,-,HOLD
10111.466600300157,10104.677024879722,6.78957542043463,UUDU,U,-,HOLD
10107.651084565912,10111.466600300157,-3.8155157342444,UDUD,D,-,HOLD
10109.36916917058,10107.651084565912,1.7180846046685474,DUDU,U,-,HOLD
10108.230911065406,10109.36916917058,-1.1382581051748275,UDUD,D,-,HOLD
10116.941572128424,10108.230911065406,8.710661063018051,DUDU,U,-,HOLD
10122.54154613222,10116.941572128424,5.599974003796888,UDUU,U,-,HOLD
10131.626123448708,10122.54154613222,9.084577316487412,DUUU,U,-,HOLD
10127.037032777436,10131.626123448708,-4.589090671272061,UUUD,D,-,HOLD
10125.518390172661,10127.037032777436,-1.5186426047748682,UUDD,D,S-D,SELL
10132.858936478611,10125.518390172661,7.340546305949829,UDDU,U,-,HOLD
10139.926680235472,10132.858936478611,7.067743756861091,DDUU,U,S-U,BUY
10138.022348914708,10139.926680235472,-1.9043313207639585,DUUD,D,-,HOLD
10129.877852280748,10138.022348914708,-8.144496633960443,UUDD,D,S-D,SELL
10134.470355964271,10129.877852280748,4.592503683523319,UDDU,U,-,HOLD
10143.777156527845,10134.470355964271,9.306800563574143,DDUU,U,S-U,BUY
10150.056158770012,10143.777156527845,6.2790022421668255,DUUU,U,-,HOLD
10156.118482692034,10150.056158770012,6.062323922022188,UUUU,U,R-U,BUY
10151.920883306482,10156.118482692034,-4.1975993855521665,UUUD,D,-,HOLD
10160.610688771378,10151.920883306482,8.689805464895471,UUDU,U,-,HOLD
10164.594803856005,10160.610688771378,3.984115084627774,UDUU,U,-,HOLD
10171.64487470033,10164.594803856005,7.0500708443250915,DUUU,U,-,HOLD
10175.502152378613,10171.64487470033,3.8572776782821165,UUUU,U,R-U,BUY
10180.255596238761,10175.502152378613,4.753443860148764,UUUU,U,R-U,BUY
10174.293474523254,10180.255596238761,-5.962121715507237,UUUD,D,-,HOLD
10167.99637046036,10174.293474523254,-6.297104062894505,UUDD,D,S-D,SELL
10171.264651779771,10167.99637046036,3.2682813194114715,UDDU,U,-,HOLD
10173.19021848516,10171.264651779771,1.9255667053894285,DDUU,U,S-U,BUY
10168.668193624017,10173.19021848516,-4.522024861144018,DUUD,D,-,HOLD
10160.320109162743,10168.668193624017,-8.348084461273174,UUDD,D,S-D,SELL
10165.451847258133,10160.320109162743,5.1317380953896645,UDDU,U,-,HOLD
10169.63847982172,10165.451847258133,4.186632563587409,DDUU,U,S-U,BUY
10161.449479593888,10169.63847982172,-8.189000227832366,DUUD,D,-,HOLD
10168.040467158546,10161.449479593888,6.590987564657553,UUDU,U,-,HOLD
10168.74992053622,10168.040467158546,0.7094533776744356,UDUU,U,-,HOLD
10160.354910612905,10168.74992053622,-8.395009923315229,DUUD,D,-,HOLD
10169.656898895977,10160.354910612905,9.301988283072205,UUDU,U,-,HOLD
10160.139100857537,10169.656898895977,-9.51779803843965,UDUD,D,-,HOLD
10151.989639163758,10160.139100857537,-8.149461693779813,DUDD,D,-,HOLD
10155.243706073978,10151.989639163758,3.25406691021999,UDDU,U,-,HOLD
10159.127995628023,10155.243706073978,3.8842895540456084,DDUU,U,S-U,BUY
10160.200487081698,10159.127995628023,1.0724914536749566,DUUU,U,-,HOLD
10163.4794061332,10160.200487081698,3.2789190515013615,UUUU,U,R-U,BUY
10172.489968644088,10163.4794061332,9.010562510888121,UUUU,U,R-U,BUY
10162.523230958293,10172.489968644088,-9.966737685794214,UUUD,D,-,HOLD
10160.205126104123,10162.523230958293,-2.3181048541700875,UUDD,D,S-D,SELL
10162.711708223122,10160.205126104123,2.506582118998267,UDDU,U,-,HOLD
10155.805434985019,10162.711708223122,-6.906273238102585,DDUD,D,-,HOLD
10153.482641676019,10155.805434985019,-2.3227933090001898,DUDD,D,-,HOLD
10156.067584030345,10153.482641676019,2.5849423543259036,UDDU,U,-,HOLD
10157.870315724265,10156.067584030345,1.8027316939205775,DDUU,U,S-U,BUY
10150.465197263637,10157.870315724265,-7.405118460628728,DUUD,D,-,HOLD
10145.08711731653,10150.465197263637,-5.378079947106016,UUDD,D,S-D,SELL
10139.53684575856,10145.08711731653,-5.550271557971428,UDDD,D,R-D,SELL
10130.0572443439,10139.53684575856,-9.479601414659555,DDDD,D,R-D,SELL
10135.737521725752,10130.0572443439,5.6802773818526475,DDDU,U,-,HOLD
10137.578525849636,10135.737521725752,1.8410041238839767,DDUU,U,S-U,BUY
10135.117803966159,10137.578525849636,-2.460721883477163,DUUD,D,-,HOLD
10130.107407823538,10135.117803966159,-5.010396142621175,UUDD,D,S-D,SELL
10129.524397870486,10130.107407823538,-0.5830099530521693,UDDD,D,R-D,SELL
10131.984054240687,10129.524397870486,2.4596563702016283,DDDU,U,-,HOLD
10133.735550033283,10131.984054240687,1.7514957925959607,DDUU,U,S-U,BUY
10135.525176268206,10133.735550033283,1.7896262349222525,DUUU,U,-,HOLD
10137.853981346843,10135.525176268206,2.3288050786377426,UUUU,U,R-U,BUY
10143.260839667475,10137.853981346843,5.406858320631727,UUUU,U,R-U,BUY
10147.29422591324,10143.260839667475,4.033386245764632,UUUU,U,R-U,BUY
10147.957279599541,10147.29422591324,0.6630536863012821,UUUU,U,R-U,BUY
10148.525604370787,10147.957279599541,0.5683247712458979,UUUU,U,R-U,BUY
10156.200479739162,10148.525604370787,7.674875368375069,UUUU,U,R-U,BUY
10156.07284257802,10156.200479739162,-0.12763716114204726,UUUD,D,-,HOLD
10148.150153929791,10156.07284257802,-7.922688648228359,UUDD,D,S-D,SELL
10147.355166456806,10148.150153929791,-0.7949874729856674,UDDD,D,R-D,SELL
10141.485290959188,10147.355166456806,-5.869875497617613,DDDD,D,R-D,SELL
10146.32897759941,10141.485290959188,4.843686640222586,DDDU,U,-,HOLD
10155.295044274855,10146.32897759941,8.966066675444381,DDUU,U,S-U,BUY
10157.418026650257,10155.295044274855,2.122982375401989,DUUU,U,-,HOLD
10154.305831021291,10157.418026650257,-3.1121956289662194,UUUD,D,-,HOLD
10160.728658642178,10154.305831021291,6.422827620886892,UUDU,U,-,HOLD
10158.894085099682,10160.728658642178,-1.834573542495491,UDUD,D,-,HOLD
10159.684697768122,10158.894085099682,0.7906126684392802,DUDU,U,-,HOLD
10162.8309207068,10159.684697768122,3.1462229386779654,UDUU,U,-,HOLD
10154.597037244921,10162.8309207068,-8.233883461878577,DUUD,D,-,HOLD
10164.02537899496,10154.597037244921,9.42834175003918,UUDU,U,-,HOLD
10171.965583119669,10164.02537899496,7.9402041247085435,UDUU,U,-,HOLD
10164.621451070581,10171.965583119669,-7.3441320490874205,DUUD,D,-,HOLD
10170.39078183045,10164.621451070581,5.769330759869263,UUDU,U,-,HOLD
10169.16622416676,10170.39078183045,-1.2245576636905753,UDUD,D,-,HOLD
10165.578442163573,10169.16622416676,-3.5877820031873853,DUDD,D,-,HOLD
10162.016551180288,10165.578442163573,-3.561890983284684,UDDD,D,R-D,SELL
10168.123633089137,10162.016551180288,6.107081908849068,DDDU,U,-,HOLD
10167.21170091369,10168.123633089137,-0.9119321754478733,DDUD,D,-,HOLD
10171.677349577889,10167.21170091369,4.465648664199762,DUDU,U,-,HOLD
10170.525576023934,10171.677349577889,-1.1517735539546265,UDUD,D,-,HOLD
10177.3748193094,10170.525576023934,6.849243285465491,DUDU,U,-,HOLD
10170.10114702599,10177.3748193094,-7.273672283410633,UDUD,D,-,HOLD
10165.128433821877,10170.10114702599,-4.972713204111642,DUDD,D,-,HOLD
10166.350368432033,10165.128433821877,1.2219346101555857,UDDU,U,-,HOLD
10158.018640052496,10166.350368432033,-8.331728379536798,DDUD,D,-,HOLD
10156.029086721652,10158.018640052496,-1.989553330844501,DUDD,D,-,HOLD
10158.471859851183,10156.029086721652,2.442773129530906,UDDU,U,-,HOLD
10152.522434239605,10158.471859851183,-5.949425611577681,DDUD,D,-,HOLD
10154.39284724939,10152.522434239605,1.8704130097848974,DUDU,U,-,HOLD
10146.208059733906,10154.39284724939,-8.18478751548355,UDUD,D,-,HOLD
10152.901716055434,10146.208059733906,6.693656321527669,DUDU,U,-,HOLD
10145.803414359354,10152.901716055434,-7.098301696079943,UDUD,D,-,HOLD
10139.358207710178,10145.803414359354,-6.445206649175816,DUDD,D,-,HOLD
10129.887911683281,10139.358207710178,-9.470296026896904,UDDD,D,R-D,SELL
10120.61536921007,10129.887911683281,-9.272542473210706,DDDD,D,R-D,SELL
10124.16749435009,10120.61536921007,3.5521251400186884,DDDU,U,-,HOLD
10119.40534073867,10124.16749435009,-4.762153611420217,DDUD,D,-,HOLD
10113.008878729312,10119.40534073867,-6.396462009357492,DUDD,D,-,HOLD
10114.713281946677,10113.008878729312,1.704403217365325,UDDU,U,-,HOLD
10117.954312506363,10114.713281946677,3.241030559685896,DDUU,U,S-U,BUY
10116.58447103215,10117.954312506363,-1.3698414742120804,DUUD,D,-,HOLD
10109.995309615955,10116.58447103215,-6.589161416195566,UUDD,D,S-D,SELL
10111.919651254015,10109.995309615955,1.924341638059559,UDDU,U,-,HOLD
10102.123192981697,10111.919651254015,-9.796458272317977,DDUD,D,-,HOLD
10096.481127605994,10102.123192981697,-5.642065375703169,DUDD,D,-,HOLD
10087.024070694253,10096.481127605994,-9.457056911740437,UDDD,D,R-D,SELL
10079.717215298246,10087.024070694253,-7.30685539600745,DDDD,D,R-D,SELL
10084.820367348308,10079.717215298246,5.103152050061908,DDDU,U,-,HOLD
10093.81885231882,10084.820367348308,8.998484970512436,DDUU,U,S-U,BUY
10088.764843513778,10093.81885231882,-5.054008805042031,DUUD,D,-,HOLD
10093.246389406215,10088.764843513778,4.48154589243677,UUDU,U,-,HOLD
10099.76024061444,10093.246389406215,6.513851208224878,UDUU,U,-,HOLD
10099.028494362572,10099.76024061444,-0.7317462518676621,DUUD,D,-,HOLD
10094.773464556614,10099.028494362572,-4.255029805957747,UUDD,D,S-D,SELL
10085.422358014046,10094.773464556614,-9.351106542568232,UDDD,D,R-D,SELL
10094.974529861804,10085.422358014046,9.552171847757563,DDDU,U,-,HOLD
10099.584012603806,10094.974529861804,4.609482742002001,DDUU,U,S-U,BUY
10096.214146975723,10099.584012603806,-3.369865628083062,DUUD,D,-,HOLD
10091.247374613768,10096.214146975723,-4.966772361955009,UUDD,D,S-D,SELL
10093.10368456723,10091.247374613768,1.856309953462187,UDDU,U,-,HOLD
10092.857900398194,10093.10368456723,-0.24578416903568723,DDUD,D,-,HOLD
10101.341241008786,10092.857900398194,8.483340610591767,DUDU,U,-,HOLD
10102.945263327916,10101.341241008786,1.6040223191303085,UDUU,U,-,HOLD
10098.298460525466,10102.945263327916,-4.646802802450111,DUUD,D,-,HOLD
10093.619887130004,10098.298460525466,-4.678573395462081,UUDD,D,S-D,SELL
10089.64896683078,10093.619887130004,-3.9709202992235078,UDDD,D,R-D,SELL
10091.436009631838,10089.64896683078,1.787042801057396,DDDU,U,-,HOLD
10099.081565618211,10091.436009631838,7.645555986373438,DDUU,U,S-U,BUY
10106.608802958774,10099.081565618211,7.527237340562351,DUUU,U,-,HOLD
10108.692786724276,10106.608802958774,2.0839837655021256,UUUU,U,R-U,BUY
10105.481743056323,10108.692786724276,-3.2110436679522536,UUUD,D,-,HOLD
10106.507293275527,10105.481743056323,1.025550219203069,UUDU,U,-,HOLD
10104.79733670252,10106.507293275527,-1.7099565730059112,UDUD,D,-,HOLD
10107.950043465768,10104.79733670252,3.152706763246897,DUDU,U,-,HOLD
10111.440103818682,10107.950043465768,3.490060352914952,UDUU,U,-,HOLD
10120.710130368343,10111.440103818682,9.270026549660543,DUUU,U,-,HOLD
10128.368498114607,10120.710130368343,7.658367746264048,UUUU,U,R-U,BUY
10130.696989307047,10128.368498114607,2.3284911924401968,UUUU,U,R-U,BUY
10133.454955494006,10130.696989307047,2.7579661869585834,UUUU,U,R-U,BUY
10139.95035419818,10133.454955494006,6.495398704173567,UUUU,U,R-U,BUY
10135.77678068987,10139.95035419818,-4.173573508309346,UUUD,D,-,HOLD
10136.920329382123,10135.77678068987,1.143548692252807,UUDU,U,-,HOLD
10143.028805529388,10136.920329382123,6.10847614726481,UDUU,U,-,HOLD
10148.226307945037,10143.028805529388,5.197502415649069,DUUU,U,-,HOLD
10151.84032055674,10148.226307945037,3.614012611702492,UUUU,U,R-U,BUY
10143.736576685664,10151.84032055674,-8.103743871075494,UUUD,D,-,HOLD
10150.986994308425,10143.736576685664,7.250417622761233,UUDU,U,-,HOLD
10156.903824953477,10150.986994308425,5.916830645051959,UDUU,U,-,HOLD
10159.725971747766,10156.903824953477,2.822146794289438,DUUU,U,-,HOLD
10166.287088923793,10159.725971747766,6.561117176026528,UUUU,U,R-U,BUY
10166.805796320978,10166.287088923793,0.5187073971846985,UUUU,U,R-U,BUY
10163.874083255974,10166.805796320978,-2.9317130650033505,UUUD,D,-,HOLD
10166.827269728963,10163.874083255974,2.9531864729888184,UUDU,U,-,HOLD
10167.661823590375,10166.827269728963,0.8345538614121324,UDUU,U,-,HOLD
10166.363442388747,10167.661823590375,-1.2983812016282172,DUUD,D,-,HOLD
10169.471591582133,10166.363442388747,3.108149193385543,UUDU,U,-,HOLD
10171.66406531481,10169.471591582133,2.192473732677172,UDUU,U,-,HOLD
10163.621695920572,10171.66406531481,-8.04236939423754,DUUD,D,-,HOLD
10160.77856946573,10163.621695920572,-2.843126454841695,UUDD,D,S-D,SELL
10161.39084060054,10160.77856946573,0.6122711348089069,UDDU,U,-,HOLD
10166.838233870558,10161.39084060054,5.447393270018438,DDUU,U,S-U,BUY
10158.523988174367,10166.838233870558,-8.314245696190483,DUUD,D,-,HOLD
10164.64924873217,10158.523988174367,6.125260557802903,UUDU,U,-,HOLD
10163.184211099262,10164.64924873217,-1.4650376329082064,UDUD,D,-,HOLD
10169.590993281265,10163.184211099262,6.406782182002644,DUDU,U,-,HOLD
10170.101771356864,10169.590993281265,0.5107780755988642,UDUU,U,-,HOLD
10172.989149548102,10170.101771356864,2.887378191238895,DUUU,U,-,HOLD
10175.210639717618,10172.989149548102,2.221490169515164,UUUU,U,R-U,BUY
10174.327629086305,10175.210639717618,-0.8830106313125725,UUUD,D,-,HOLD
10184.278152257133,10174.327629086305,9.950523170828092,UUDU,U,-,HOLD
10193.247219818408,10184.278152257133,8.969067561274642,UDUU,U,-,HOLD
10190.177147505778,10193.247219818408,-3.0700723126301455,DUUD,D,-,HOLD
10186.824979199242,10190.177147505778,-3.352168306535532,UUDD,D,S-D,SELL
10177.53674945098,10186.824979199242,-9.288229748262893,UDDD,D,R-D,SELL
10185.080890123794,10177.53674945098,7.544140672815047,DDDU,U,-,HOLD
10192.434854060997,10185.080890123794,7.353963937202934,DDUU,U,S-U,BUY
10185.044125096738,10192.434854060997,-7.390728964259324,DUUD,D,-,HOLD
10181.171050903811,10185.044125096738,-3.8730741929266514,UUDD,D,S-D,SELL
10181.173477007842,10181.171050903811,0.002426104030746501,UDDU,U,-,HOLD
10187.001565359884,10181.173477007842,5.828088352041959,DDUU,U,S-U,BUY
10187.935977238121,10187.001565359884,0.9344118782373698,DUUU,U,-,HOLD
10197.530225091083,10187.935977238121,9.594247852961416,UUUU,U,R-U,BUY
10188.118094646903,10197.530225091083,-9.412130444179638,UUUD,D,-,HOLD
10182.17149820846,10188.118094646903,-5.946596438443521,UUDD,D,S-D,SELL
10179.101305454058,10182.17149820846,-3.0701927544014325,UDDD,D,R-D,SELL
10170.364298887876,10179.101305454058,-8.737006566181662,DDDD,D,R-D,SELL
10173.651967182044,10170.364298887876,3.2876682941678155,DDDU,U,-,HOLD
10173.636498345939,10173.651967182044,-0.015468836105355876,DDUD,D,-,HOLD
10165.019108623246,10173.636498345939,-8.617389722692678,DUDD,D,-,HOLD
10160.152025062138,10165.019108623246,-4.867083561108302,UDDD,D,R-D,SELL
10155.103199165726,10160.152025062138,-5.0488258964123816,DDDD,D,R-D,SELL
10152.715213291729,10155.103199165726,-2.387985873996513,DDDD,D,R-D,SELL
10143.477279777298,10152.715213291729,-9.237933514430551,DDDD,D,R-D,SELL
10142.86610136411,10143.477279777298,-0.6111784131880995,DDDD,D,R-D,SELL
10148.462278552985,10142.86610136411,5.596177188874208,DDDU,U,-,HOLD
10152.771364507067,10148.462278552985,4.309085954082548,DDUU,U,S-U,BUY
10162.531722921636,10152.771364507067,9.760358414569055,DUUU,U,-,HOLD
10155.614246060473,10162.531722921636,-6.917476861162868,UUUD,D,-,HOLD
10160.650380936146,10155.614246060473,5.03613487567236,UUDU,U,-,HOLD
10159.226952760027,10160.650380936146,-1.4234281761182501,UDUD,D,-,HOLD
10155.478866280378,10159.226952760027,-3.7480864796489186,DUDD,D,-,HOLD
10154.98811868293,10155.478866280378,-0.490747597448717,UDDD,D,R-D,SELL
10155.197884979596,10154.98811868293,0.20976629666620283,DDDU,U,-,HOLD
10147.702281238875,10155.197884979596,-7.495603740720981,DDUD,D,-,HOLD
10138.626435437816,10147.702281238875,-9.075845801058676,DUDD,D,-,HOLD
10137.840880594818,10138.626435437816,-0.7855548429979535,UDDD,D,R-D,SELL
10142.482382048645,10137.840880594818,4.641501453827004,DDDU,U,-,HOLD
10137.845877632872,10142.482382048645,-4.636504415773743,DDUD,D,-,HOLD
10147.79050391827,10137.845877632872,9.944626285398044,DUDU,U,-,HOLD
10157.22082119922,10147.79050391827,9.430317280950476,UDUU,U,-,HOLD
10148.079082293463,10157.22082119922,-9.141738905756938,DUUD,D,-,HOLD
10148.040278095987,10148.079082293463,-0.038804197476565605,UUDD,D,S-D,SELL
10152.273013081389,10148.040278095987,4.232734985402203,UDDU,U,-,HOLD
10160.350353663147,10152.273013081389,8.077340581758108,DDUU,U,S-U,BUY
10163.997617550483,10160.350353663147,3.6472638873365213,DUUU,U,-,HOLD
10166.76929646471,10163.997617550483,2.771678914226868,UUUU,U,R-U,BUY
10173.108675845739,10166.76929646471,6.339379381028266,UUUU,U,R-U,BUY
10171.089638039171,10173.108675845739,-2.019037806567212,UUUD,D,-,HOLD
10178.463641965302,10171.089638039171,7.374003926130172,UUDU,U,-,HOLD
10172.880486214035,10178.463641965302,-5.583155751266531,UDUD,D,-,HOLD
10175.58537423062,10172.880486214035,2.7048880165857554,DUDU,U,-,HOLD
10182.303527165139,10175.58537423062,6.718152934518002,UDUU,U,-,HOLD
10189.60572609385,10182.303527165139,7.302198928711732,DUUU,U,-,HOLD
10194.483692327141,10189.60572609385,4.877966233290863,UUUU,U,R-U,BUY
10187.245781708169,10194.483692327141,-7.237910618972819,UUUD,D,-,HOLD
10183.969166149564,10187.245781708169,-3.2766155586050445,UUDD,D,S-D,SELL
10178.107318753997,10183.969166149564,-5.861847395566656,UDDD,D,R-D,SELL
10187.1802902911,10178.107318753997,9.072971537103513,DDDU,U,-,HOLD
10192.820215376572,10187.1802902911,5.639925085471987,DDUU,U,S-U,BUY
10186.388707829045,10192.820215376572,-6.431507547527872,DUUD,D,-,HOLD
